charizard,body-slam,0,machine
charizard,take-down,0,machine
charizard,double-edge,0,machine
charizard,leer,1,level-up
charizard,growl,1,level-up
charizard,ember,1,level-up
charizard,flamethrower,46,level-up
charizard,hyper-beam,0,machine
charizard,submission,0,machine
charizard,counter,0,machine
charizard,seismic-toss,0,machine
charizard,strength,0,machine
charizard,dragon-rage,0,machine
charizard,fire-spin,55,level-up
charizard,earthquake,0,machine
charizard,fissure,0,machine
charizard,dig,0,machine
charizard,toxic,0,machine
charizard,rage,24,level-up
charizard,mimic,0,machine
charizard,double-team,0,machine
charizard,reflect,0,machine
charizard,bide,0,machine
charizard,fire-blast,0,machine
charizard,swift,0,machine
charizard,skull-bash,0,machine
charizard,rest,0,machine
charizard,slash,36,level-up
charizard,substitute,0,machine
squirtle,mega-punch,0,machine
squirtle,mega-kick,0,machine
squirtle,tackle,1,level-up
squirtle,body-slam,0,machine
squirtle,take-down,0,machine
squirtle,double-edge,0,machine
squirtle,tail-whip,1,level-up
squirtle,bite,22,level-up
squirtle,water-gun,15,level-up
squirtle,hydro-pump,42,level-up
squirtle,surf,0,machine
squirtle,ice-beam,0,machine
squirtle,blizzard,0,machine
squirtle,bubble-beam,0,machine
squirtle,submission,0,machine
squirtle,counter,0,machine
squirtle,seismic-toss,0,machine
squirtle,strength,0,machine
squirtle,dig,0,machine
squirtle,toxic,0,machine
squirtle,rage,0,machine
squirtle,mimic,0,machine
squirtle,double-team,0,machine
squirtle,withdraw,28,level-up
squirtle,reflect,0,machine
squirtle,bide,0,machine
squirtle,skull-bash,35,level-up
squirtle,bubble,8,level-up
squirtle,rest,0,machine
squirtle,substitute,0,machine
wartortle,mega-punch,0,machine
wartortle,mega-kick,0,machine
wartortle,tackle,1,level-up
wartortle,body-slam,0,machine
wartortle,take-down,0,machine
wartortle,double-edge,0,machine
wartortle,tail-whip,1,level-up
wartortle,bite,24,level-up
wartortle,water-gun,15,level-up
wartortle,hydro-pump,47,level-up
wartortle,surf,0,machine
wartortle,ice-beam,0,machine
wartortle,blizzard,0,machine
wartortle,bubble-beam,0,machine
wartortle,submission,0,machine
wartortle,counter,0,machine
wartortle,seismic-toss,0,machine
wartortle,strength,0,machine
wartortle,dig,0,machine
wartortle,toxic,0,machine
wartortle,rage,0,machine
wartortle,mimic,0,machine
wartortle,double-team,0,machine
wartortle,withdraw,31,level-up
wartortle,reflect,0,machine
wartortle,bide,0,machine
wartortle,skull-bash,39,level-up
wartortle,bubble,1,level-up
wartortle,rest,0,machine
wartortle,substitute,0,machine
blastoise,mega-punch,0,machine
blastoise,mega-kick,0,machine
blastoise,tackle,1,level-up
blastoise,body-slam,0,machine
blastoise,take-down,0,machine
blastoise,double-edge,0,machine
blastoise,tail-whip,1,level-up
blastoise,bite,24,level-up
blastoise,water-gun,1,level-up
blastoise,hydro-pump,52,level-up
blastoise,surf,0,machine
blastoise,ice-beam,0,machine
blastoise,blizzard,0,machine
blastoise,bubble-beam,0,machine
blastoise,hyper-beam,0,machine
blastoise,submission,0,machine
blastoise,counter,0,machine
blastoise,seismic-toss,0,machine
blastoise,strength,0,machine
blastoise,earthquake,0,machine
blastoise,fissure,0,machine
blastoise,dig,0,machine
blastoise,toxic,0,machine
blastoise,rage,0,machine
blastoise,mimic,0,machine
blastoise,double-team,0,machine
blastoise,withdraw,31,level-up
blastoise,reflect,0,machine
blastoise,bide,0,machine
blastoise,skull-bash,42,level-up
blastoise,bubble,1,level-up
blastoise,rest,0,machine
blastoise,substitute,0,machine
caterpie,tackle,1,level-up
caterpie,string-shot,1,level-up
metapod,harden,1,level-up
butterfree,razor-wind,0,machine
butterfree,whirlwind,26,level-up
butterfree,take-down,0,machine
butterfree,double-edge,0,machine
butterfree,supersonic,21,level-up
butterfree,psybeam,32,level-up
butterfree,hyper-beam,0,machine
butterfree,mega-drain,0,machine
butterfree,solar-beam,0,machine
butterfree,poison-powder,15,level-up
butterfree,stun-spore,16,level-up
butterfree,sleep-powder,17,level-up
butterfree,toxic,0,machine
butterfree,confusion,1,level-up
butterfree,psychic,0,machine
butterfree,rage,0,machine
butterfree,teleport,0,machine
butterfree,mimic,0,machine
butterfree,double-team,0,machine
butterfree,reflect,0,machine
butterfree,bide,0,machine
butterfree,swift,0,machine
butterfree,psywave,0,machine
butterfree,rest,0,machine
butterfree,substitute,0,machine
weedle,poison-sting,1,level-up
weedle,string-shot,1,level-up
kakuna,harden,1,level-up
beedrill,swords-dance,0,machine
beedrill,cut,0,machine
beedrill,fury-attack,1,level-up
beedrill,take-down,0,machine
beedrill,double-edge,0,machine
beedrill,twineedle,20,level-up
beedrill,pin-missile,30,level-up
beedrill,hyper-beam,0,machine
beedrill,mega-drain,0,machine
beedrill,toxic,0,machine
beedrill,agility,35,level-up
beedrill,rage,25,level-up
beedrill,mimic,0,machine
beedrill,double-team,0,machine
beedrill,reflect,0,machine
beedrill,focus-energy,16,level-up
beedrill,bide,0,machine
beedrill,swift,0,machine
beedrill,skull-bash,0,machine
beedrill,rest,0,machine
beedrill,substitute,0,machine
pidgey,razor-wind,0,machine
pidgey,gust,1,level-up
pidgey,wing-attack,28,level-up
pidgey,whirlwind,19,level-up
pidgey,fly,0,machine
pidgey,sand-attack,5,level-up
pidgey,take-down,0,machine
pidgey,double-edge,0,machine
pidgey,toxic,0,machine
pidgey,agility,36,level-up
pidgey,quick-attack,12,level-up
pidgey,rage,0,machine
pidgey,mimic,0,machine
pidgey,double-team,0,machine
pidgey,reflect,0,machine
pidgey,bide,0,machine
pidgey,mirror-move,44,level-up
pidgey,swift,0,machine
pidgey,sky-attack,0,machine
pidgey,rest,0,machine
pidgey,substitute,0,machine
pidgeotto,razor-wind,0,machine
pidgeotto,gust,1,level-up
pidgeotto,wing-attack,31,level-up
pidgeotto,whirlwind,21,level-up
pidgeotto,fly,0,machine
pidgeotto,sand-attack,1,level-up
pidgeotto,take-down,0,machine
pidgeotto,double-edge,0,machine
pidgeotto,toxic,0,machine
pidgeotto,agility,40,level-up
pidgeotto,quick-attack,12,level-up
pidgeotto,rage,0,machine
pidgeotto,mimic,0,machine
pidgeotto,double-team,0,machine
pidgeotto,reflect,0,machine
pidgeotto,bide,0,machine
pidgeotto,mirror-move,49,level-up
pidgeotto,swift,0,machine
pidgeotto,sky-attack,0,machine
pidgeotto,rest,0,machine
pidgeotto,substitute,0,machine
pidgeot,razor-wind,0,machine
pidgeot,gust,1,level-up
pidgeot,wing-attack,31,level-up
pidgeot,whirlwind,21,level-up
pidgeot,fly,0,machine
pidgeot,sand-attack,1,level-up
pidgeot,take-down,0,machine
pidgeot,double-edge,0,machine
pidgeot,hyper-beam,0,machine
pidgeot,toxic,0,machine
pidgeot,agility,44,level-up
pidgeot,quick-attack,1,level-up
pidgeot,rage,0,machine
pidgeot,mimic,0,machine
pidgeot,double-team,0,machine
pidgeot,reflect,0,machine
pidgeot,bide,0,machine
pidgeot,mirror-move,54,level-up
pidgeot,swift,0,machine
pidgeot,sky-attack,0,machine
pidgeot,rest,0,machine
pidgeot,substitute,0,machine
rattata,tackle,1,level-up
rattata,body-slam,0,machine
rattata,take-down,0,machine
rattata,double-edge,0,machine
rattata,tail-whip,1,level-up
rattata,water-gun,0,machine
rattata,blizzard,0,machine
rattata,bubble-beam,0,machine
rattata,thunderbolt,0,machine
rattata,thunder,0,machine
rattata,dig,0,machine
rattata,toxic,0,machine
rattata,quick-attack,7,level-up
rattata,rage,0,machine
rattata,mimic,0,machine
rattata,double-team,0,machine
rattata,focus-energy,23,level-up
rattata,bide,0,machine
rattata,swift,0,machine
rattata,skull-bash,0,machine
rattata,rest,0,machine
rattata,hyper-fang,14,level-up
rattata,super-fang,34,level-up
rattata,substitute,0,machine
raticate,tackle,1,level-up
raticate,body-slam,0,machine
raticate,take-down,0,machine
raticate,double-edge,0,machine
raticate,tail-whip,1,level-up
raticate,water-gun,0,machine
raticate,ice-beam,0,machine
raticate,blizzard,0,machine
raticate,bubble-beam,0,machine
raticate,hyper-beam,0,machine
raticate,thunderbolt,0,machine
raticate,thunder,0,machine
raticate,dig,0,machine
raticate,toxic,0,machine
raticate,quick-attack,1,level-up
raticate,rage,0,machine
raticate,mimic,0,machine
raticate,double-team,0,machine
raticate,focus-energy,27,level-up
raticate,bide,0,machine
raticate,swift,0,machine
raticate,skull-bash,0,machine
raticate,rest,0,machine
raticate,hyper-fang,14,level-up
raticate,super-fang,41,level-up
raticate,substitute,0,machine
spearow,razor-wind,0,machine
spearow,whirlwind,0,machine
spearow,fly,0,machine
spearow,fury-attack,15,level-up
spearow,take-down,0,machine
spearow,double-edge,0,machine
spearow,leer,9,level-up
spearow,growl,1,level-up
spearow,peck,1,level-up
spearow,drill-peck,29,level-up
spearow,toxic,0,machine
spearow,agility,36,level-up
spearow,rage,0,machine
spearow,mimic,0,machine
spearow,double-team,0,machine
spearow,bide,0,machine
spearow,mirror-move,22,level-up
spearow,swift,0,machine
spearow,sky-attack,0,machine
spearow,rest,0,machine
spearow,substitute,0,machine
fearow,razor-wind,0,machine
fearow,whirlwind,0,machine
fearow,fly,0,machine
fearow,fury-attack,15,level-up
fearow,take-down,0,machine
fearow,double-edge,0,machine
fearow,leer,1,level-up
fearow,growl,1,level-up
fearow,hyper-beam,0,machine
fearow,peck,1,level-up
fearow,drill-peck,34,level-up
fearow,toxic,0,machine
fearow,agility,43,level-up
fearow,rage,0,machine
fearow,mimic,0,machine
fearow,double-team,0,machine
fearow,bide,0,machine
fearow,mirror-move,25,level-up
fearow,swift,0,machine
fearow,sky-attack,0,machine
fearow,rest,0,machine
fearow,substitute,0,machine
ekans,body-slam,0,machine
ekans,wrap,1,level-up
ekans,take-down,0,machine
ekans,double-edge,0,machine
ekans,poison-sting,10,level-up
ekans,leer,1,level-up
ekans,bite,17,level-up
ekans,acid,38,level-up
ekans,strength,0,machine
ekans,mega-drain,0,machine
ekans,earthquake,0,machine
ekans,fissure,0,machine
ekans,dig,0,machine
ekans,toxic,0,machine
ekans,rage,0,machine
ekans,mimic,0,machine
ekans,screech,31,level-up
ekans,double-team,0,machine
ekans,bide,0,machine
ekans,skull-bash,0,machine
ekans,glare,24,level-up
ekans,rest,0,machine
ekans,rock-slide,0,machine
ekans,substitute,0,machine
arbok,body-slam,0,machine
arbok,wrap,1,level-up
arbok,take-down,0,machine
arbok,double-edge,0,machine
arbok,poison-sting,1,level-up
arbok,leer,1,level-up
arbok,bite,17,level-up
arbok,acid,47,level-up
arbok,hyper-beam,0,machine
arbok,strength,0,machine
arbok,mega-drain,0,machine
arbok,earthquake,0,machine
arbok,fissure,0,machine
arbok,dig,0,machine
arbok,toxic,0,machine
arbok,rage,0,machine
arbok,mimic,0,machine
arbok,screech,36,level-up
arbok,double-team,0,machine
arbok,bide,0,machine
arbok,skull-bash,0,machine
arbok,glare,27,level-up
arbok,rest,0,machine
arbok,rock-slide,0,machine
arbok,substitute,0,machine
pikachu,mega-punch,0,machine
pikachu,pay-day,0,machine
pikachu,mega-kick,0,machine
pikachu,body-slam,0,machine
pikachu,take-down,0,machine
pikachu,double-edge,0,machine
pikachu,growl,1,level-up
pikachu,surf,0,stadium-surfing-pikachu
pikachu,submission,0,machine
pikachu,seismic-toss,0,machine
pikachu,thunder-shock,1,level-up
pikachu,thunderbolt,0,machine
pikachu,thunder-wave,9,level-up
pikachu,thunder,43,level-up
pikachu,toxic,0,machine
pikachu,agility,33,level-up
pikachu,quick-attack,16,level-up
pikachu,rage,0,machine
pikachu,mimic,0,machine
pikachu,double-team,0,machine
pikachu,reflect,0,machine
pikachu,bide,0,machine
pikachu,swift,26,level-up
pikachu,skull-bash,0,machine
pikachu,flash,0,machine
pikachu,rest,0,machine
pikachu,substitute,0,machine
raichu,mega-punch,0,machine
raichu,pay-day,0,machine
raichu,mega-kick,0,machine
raichu,body-slam,0,machine
raichu,take-down,0,machine
raichu,double-edge,0,machine
raichu,growl,1,level-up
raichu,hyper-beam,0,machine
raichu,submission,0,machine
raichu,seismic-toss,0,machine
raichu,thunder-shock,1,level-up
raichu,thunderbolt,0,machine
raichu,thunder-wave,1,level-up
raichu,thunder,0,machine
raichu,toxic,0,machine
raichu,rage,0,machine
raichu,mimic,0,machine
raichu,double-team,0,machine
raichu,reflect,0,machine
raichu,bide,0,machine
raichu,swift,0,machine
raichu,skull-bash,0,machine
raichu,flash,0,machine
raichu,rest,0,machine
raichu,substitute,0,machine
sandshrew,scratch,1,level-up
sandshrew,swords-dance,0,machine
sandshrew,cut,0,machine
sandshrew,sand-attack,10,level-up
sandshrew,body-slam,0,machine
sandshrew,take-down,0,machine
sandshrew,double-edge,0,machine
sandshrew,poison-sting,24,level-up
sandshrew,submission,0,machine
sandshrew,seismic-toss,0,machine
sandshrew,strength,0,machine
sandshrew,earthquake,0,machine
sandshrew,fissure,0,machine
sandshrew,dig,0,machine
sandshrew,toxic,0,machine
sandshrew,rage,0,machine
sandshrew,mimic,0,machine
sandshrew,double-team,0,machine
sandshrew,bide,0,machine
sandshrew,swift,31,level-up
sandshrew,skull-bash,0,machine
sandshrew,fury-swipes,38,level-up
sandshrew,rest,0,machine
sandshrew,rock-slide,0,machine
sandshrew,slash,17,level-up
sandshrew,substitute,0,machine
sandslash,scratch,1,level-up
sandslash,swords-dance,0,machine
sandslash,cut,0,machine
sandslash,sand-attack,1,level-up
sandslash,body-slam,0,machine
sandslash,take-down,0,machine
sandslash,double-edge,0,machine
sandslash,poison-sting,27,level-up
sandslash,hyper-beam,0,machine
sandslash,submission,0,machine
sandslash,seismic-toss,0,machine
sandslash,strength,0,machine
sandslash,earthquake,0,machine
sandslash,fissure,0,machine
sandslash,dig,0,machine
sandslash,toxic,0,machine
sandslash,rage,0,machine
sandslash,mimic,0,machine
sandslash,double-team,0,machine
sandslash,bide,0,machine
sandslash,swift,36,level-up
sandslash,skull-bash,0,machine
sandslash,fury-swipes,47,level-up
sandslash,rest,0,machine
sandslash,rock-slide,0,machine
sandslash,slash,17,level-up
sandslash,substitute,0,machine
nidoran-f,scratch,8,level-up
nidoran-f,double-kick,43,level-up
nidoran-f,tackle,1,level-up
nidoran-f,body-slam,0,machine
nidoran-f,take-down,0,machine
nidoran-f,double-edge,0,machine
nidoran-f,tail-whip,21,level-up
nidoran-f,poison-sting,14,level-up
nidoran-f,bite,29,level-up
nidoran-f,growl,1,level-up
nidoran-f,blizzard,0,machine
nidoran-f,thunderbolt,0,machine
nidoran-f,thunder,0,machine
nidoran-f,toxic,0,machine
nidoran-f,rage,0,machine
nidoran-f,mimic,0,machine
nidoran-f,double-team,0,machine
nidoran-f,reflect,0,machine
nidoran-f,bide,0,machine
nidoran-f,skull-bash,0,machine
nidoran-f,fury-swipes,36,level-up
nidoran-f,rest,0,machine
nidoran-f,substitute,0,machine
nidorina,scratch,1,level-up
nidorina,double-kick,50,level-up
nidorina,horn-drill,0,machine
nidorina,tackle,1,level-up
nidorina,body-slam,0,machine
nidorina,take-down,0,machine
nidorina,double-edge,0,machine
nidorina,tail-whip,23,level-up
nidorina,poison-sting,14,level-up
nidorina,bite,32,level-up
nidorina,growl,1,level-up
nidorina,water-gun,0,machine
nidorina,ice-beam,0,machine
nidorina,blizzard,0,machine
nidorina,bubble-beam,0,machine
nidorina,thunderbolt,0,machine
nidorina,thunder,0,machine
nidorina,toxic,0,machine
nidorina,rage,0,machine
nidorina,mimic,0,machine
nidorina,double-team,0,machine
nidorina,reflect,0,machine
nidorina,bide,0,machine
nidorina,skull-bash,0,machine
nidorina,fury-swipes,41,level-up
nidorina,rest,0,machine
nidorina,substitute,0,machine
nidoqueen,mega-punch,0,machine
nidoqueen,pay-day,0,machine
nidoqueen,scratch,1,level-up
nidoqueen,mega-kick,0,machine
nidoqueen,horn-drill,0,machine
nidoqueen,tackle,1,level-up
nidoqueen,body-slam,1,level-up
nidoqueen,take-down,0,machine
nidoqueen,double-edge,0,machine
nidoqueen,tail-whip,1,level-up
nidoqueen,poison-sting,14,level-up
nidoqueen,water-gun,0,machine
nidoqueen,surf,0,machine
nidoqueen,ice-beam,0,machine
nidoqueen,blizzard,0,machine
nidoqueen,bubble-beam,0,machine
nidoqueen,hyper-beam,0,machine
nidoqueen,submission,0,machine
nidoqueen,counter,0,machine
nidoqueen,seismic-toss,0,machine
nidoqueen,strength,0,machine
nidoqueen,thunderbolt,0,machine
nidoqueen,thunder,0,machine
nidoqueen,earthquake,0,machine
nidoqueen,fissure,0,machine
nidoqueen,toxic,0,machine
nidoqueen,rage,0,machine
nidoqueen,mimic,0,machine
nidoqueen,double-team,0,machine
nidoqueen,reflect,0,machine
nidoqueen,bide,0,machine
nidoqueen,fire-blast,0,machine
nidoqueen,skull-bash,0,machine
nidoqueen,rest,0,machine
nidoqueen,rock-slide,0,machine
nidoqueen,substitute,0,machine
nidoran-m,double-kick,43,level-up
nidoran-m,horn-attack,8,level-up
nidoran-m,fury-attack,29,level-up
nidoran-m,horn-drill,36,level-up
nidoran-m,tackle,1,level-up
nidoran-m,body-slam,0,machine
nidoran-m,take-down,0,machine
nidoran-m,double-edge,0,machine
nidoran-m,poison-sting,14,level-up
nidoran-m,leer,1,level-up
nidoran-m,blizzard,0,machine
nidoran-m,thunderbolt,0,machine
nidoran-m,thunder,0,machine
nidoran-m,toxic,0,machine
nidoran-m,rage,0,machine
nidoran-m,mimic,0,machine
nidoran-m,double-team,0,machine
nidoran-m,reflect,0,machine
nidoran-m,focus-energy,21,level-up
nidoran-m,bide,0,machine
nidoran-m,skull-bash,0,machine
nidoran-m,rest,0,machine
nidoran-m,substitute,0,machine
nidorino,double-kick,50,level-up
nidorino,horn-attack,1,level-up
nidorino,fury-attack,32,level-up
nidorino,horn-drill,41,level-up
nidorino,tackle,1,level-up
nidorino,body-slam,0,machine
nidorino,take-down,0,machine
nidorino,double-edge,0,machine
nidorino,poison-sting,14,level-up
nidorino,leer,1,level-up
nidorino,water-gun,0,machine
nidorino,ice-beam,0,machine
nidorino,blizzard,0,machine
nidorino,bubble-beam,0,machine
nidorino,thunderbolt,0,machine
nidorino,thunder,0,machine
nidorino,toxic,0,machine
nidorino,rage,0,machine
nidorino,mimic,0,machine
nidorino,double-team,0,machine
nidorino,reflect,0,machine
nidorino,focus-energy,23,level-up
nidorino,bide,0,machine
nidorino,skull-bash,0,machine
nidorino,rest,0,machine
nidorino,substitute,0,machine
nidoking,mega-punch,0,machine
nidoking,pay-day,0,machine
nidoking,mega-kick,0,machine
nidoking,horn-attack,1,level-up
nidoking,horn-drill,0,machine
nidoking,tackle,1,level-up
nidoking,body-slam,0,machine
nidoking,take-down,0,machine
nidoking,thrash,1,level-up
nidoking,double-edge,0,machine
nidoking,poison-sting,1,level-up
nidoking,water-gun,0,machine
nidoking,surf,0,machine
nidoking,ice-beam,0,machine
nidoking,blizzard,0,machine
nidoking,bubble-beam,0,machine
nidoking,hyper-beam,0,machine
nidoking,submission,0,machine
nidoking,counter,0,machine
nidoking,seismic-toss,0,machine
nidoking,strength,0,machine
nidoking,thunderbolt,0,machine
nidoking,thunder,0,machine
nidoking,earthquake,0,machine
nidoking,fissure,0,machine
nidoking,toxic,0,machine
nidoking,rage,0,machine
nidoking,mimic,0,machine
nidoking,double-team,0,machine
nidoking,reflect,0,machine
nidoking,bide,0,machine
nidoking,fire-blast,0,machine
nidoking,skull-bash,0,machine
nidoking,rest,0,machine
nidoking,rock-slide,0,machine
nidoking,substitute,0,machine
clefairy,pound,1,level-up
clefairy,double-slap,18,level-up
clefairy,mega-punch,0,machine
clefairy,mega-kick,0,machine
clefairy,body-slam,0,machine
clefairy,take-down,0,machine
clefairy,double-edge,0,machine
clefairy,growl,1,level-up
clefairy,sing,13,level-up
clefairy,water-gun,0,machine
clefairy,ice-beam,0,machine
clefairy,blizzard,0,machine
clefairy,bubble-beam,0,machine
clefairy,submission,0,machine
clefairy,counter,0,machine
clefairy,seismic-toss,0,machine
clefairy,strength,0,machine
clefairy,solar-beam,0,machine
clefairy,thunderbolt,0,machine
clefairy,thunder-wave,0,machine
clefairy,thunder,0,machine
clefairy,toxic,0,machine
clefairy,psychic,0,machine
clefairy,rage,0,machine
clefairy,teleport,0,machine
clefairy,mimic,0,machine
clefairy,double-team,0,machine
clefairy,minimize,24,level-up
clefairy,defense-curl,39,level-up
clefairy,light-screen,48,level-up
clefairy,reflect,0,machine
clefairy,bide,0,machine
clefairy,metronome,31,level-up
clefairy,fire-blast,0,machine
clefairy,skull-bash,0,machine
clefairy,flash,0,machine
clefairy,psywave,0,machine
clefairy,rest,0,machine
clefairy,tri-attack,0,machine
clefairy,substitute,0,machine
clefable,double-slap,1,level-up
clefable,mega-punch,0,machine
clefable,mega-kick,0,machine
clefable,body-slam,0,machine
clefable,take-down,0,machine
clefable,double-edge,0,machine
clefable,sing,1,level-up
clefable,water-gun,0,machine
clefable,ice-beam,0,machine
clefable,blizzard,0,machine
clefable,bubble-beam,0,machine
clefable,hyper-beam,0,machine
clefable,submission,0,machine
clefable,counter,0,machine
clefable,seismic-toss,0,machine
clefable,strength,0,machine
clefable,solar-beam,0,machine
clefable,thunderbolt,0,machine
clefable,thunder-wave,0,machine
clefable,thunder,0,machine
clefable,toxic,0,machine
clefable,psychic,0,machine
clefable,rage,0,machine
clefable,teleport,0,machine
clefable,mimic,0,machine
clefable,double-team,0,machine
clefable,minimize,1,level-up
clefable,reflect,0,machine
clefable,bide,0,machine
clefable,metronome,1,level-up
clefable,fire-blast,0,machine
clefable,skull-bash,0,machine
clefable,flash,0,machine
clefable,psywave,0,machine
clefable,rest,0,machine
clefable,tri-attack,0,machine
clefable,substitute,0,machine
vulpix,body-slam,0,machine
vulpix,take-down,0,machine
vulpix,double-edge,0,machine
vulpix,tail-whip,1,level-up
vulpix,roar,21,level-up
vulpix,ember,1,level-up
vulpix,flamethrower,35,level-up
vulpix,fire-spin,42,level-up
vulpix,dig,0,machine
vulpix,toxic,0,machine
vulpix,quick-attack,16,level-up
vulpix,rage,0,machine
vulpix,mimic,0,machine
vulpix,double-team,0,machine
vulpix,confuse-ray,28,level-up
vulpix,reflect,0,machine
vulpix,bide,0,machine
vulpix,fire-blast,0,machine
vulpix,swift,0,machine
vulpix,skull-bash,0,machine
vulpix,rest,0,machine
vulpix,substitute,0,machine
ninetales,body-slam,0,machine
ninetales,take-down,0,machine
ninetales,double-edge,0,machine
ninetales,tail-whip,1,level-up
ninetales,roar,1,level-up
ninetales,ember,1,level-up
ninetales,hyper-beam,0,machine
ninetales,dig,0,machine
ninetales,toxic,0,machine
ninetales,quick-attack,1,level-up
ninetales,rage,0,machine
ninetales,mimic,0,machine
ninetales,double-team,0,machine
ninetales,reflect,0,machine
ninetales,bide,0,machine
ninetales,fire-blast,0,machine
ninetales,swift,0,machine
ninetales,skull-bash,0,machine
ninetales,rest,0,machine
ninetales,substitute,0,machine
jigglypuff,pound,9,level-up
jigglypuff,double-slap,24,level-up
jigglypuff,mega-punch,0,machine
jigglypuff,mega-kick,0,machine
jigglypuff,body-slam,34,level-up
jigglypuff,take-down,0,machine
jigglypuff,double-edge,39,level-up
jigglypuff,sing,1,level-up
jigglypuff,disable,14,level-up
jigglypuff,water-gun,0,machine
jigglypuff,ice-beam,0,machine
jigglypuff,blizzard,0,machine
jigglypuff,bubble-beam,0,machine
jigglypuff,submission,0,machine
jigglypuff,counter,0,machine
jigglypuff,seismic-toss,0,machine
jigglypuff,strength,0,machine
jigglypuff,solar-beam,0,machine
jigglypuff,thunderbolt,0,machine
jigglypuff,thunder-wave,0,machine
jigglypuff,thunder,0,machine
jigglypuff,toxic,0,machine
jigglypuff,psychic,0,machine
jigglypuff,rage,0,machine
